Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.20.10.2-54743-112.90.88.250-23323,172.20.10.2,54743,112.90.88.250,23323,6,,0.515,3,3,24,0,24,0,8.0,11.313708498984761,0,0,0.0,0.0,46601.94174757282,11650.485436893203,0.10300000000000001,0.20600000000000004,0.515,0.0,1.2875,0.2575,0.2575,0.515,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60.0,72.0,5825.242718446601,5825.242718446601,0,24,4.0,8.94427190999916,0,2,0,0,1,6,0,0,0,0.0,4.0,8.0,0.0,60.0,0,0,0,0,0,0,3.0,24.0,3.0,0.0,512,74,1,0,0.515,0.0,0.515,0.515,0,0,0,0
172.20.10.2-62190-120.233.38.99-8081,172.20.10.2,62190,120.233.38.99,8081,6,,2.081,5,3,746,0,746,0,149.2,298.4,0,0,0.0,0.0,358481.4992791927,3844.3056222969726,0.29728571428571426,0.4700834923669607,1.051,0.0,3.6522499999999996,0.52025,0.5203029766395729,1.051,0.0,5.202500000000001,1.0405,1.0405,2.081,0.0,1,0,0,0,112.0,64.0,2402.6910139356078,1441.6146083613648,0,746,93.25,246.7163097567731,0,2,2,0,1,7,0,0,0,0.0,93.25,149.2,0.0,112.0,0,0,0,0,0,0,5.0,746.0,3.0,0.0,64240,42340,1,0,2.081,0.0,2.081,2.081,0,0,0,0
172.20.10.2-62192-120.233.38.99-8081,172.20.10.2,62192,120.233.38.99,8081,6,,1.499,5,4,778,0,778,0,155.6,311.19999999999993,0,0,0.0,0.0,519012.6751167445,6004.00266844563,0.187375,0.34859824207101214,1.004,0.0,2.8777500000000003,0.37475,0.415719481742196,1.004,0.0,1.155,0.165,0.23334523779156066,0.495,0.0,1,0,0,0,112.0,104.0,3335.55703802535,2668.44563042028,0,778,86.44444444444444,244.50181145028176,0,2,2,0,1,8,0,0,0,0.0,86.44444444444444,155.6,0.0,112.0,0,0,0,0,0,0,5.0,778.0,4.0,0.0,64240,42340,1,0,1.499,0.0,1.499,1.499,0,0,0,0
172.20.10.2-62195-120.241.131.99-80,172.20.10.2,62195,120.241.131.99,80,6,,1.005,5,5,771,347,771,0,154.2,308.4,347,0,69.4,138.8,1112437.8109452736,9950.248756218907,0.11166666666666665,0.31584102892999116,1.005,0.0,2.2612499999999995,0.25125,0.43517776540168035,1.005,0.0,2.2612499999999995,0.25125,0.43517776540168035,1.005,0.0,1,1,0,0,112.0,112.0,4975.124378109454,4975.124378109454,0,771,111.8,242.86984168480038,0,2,2,0,2,9,0,0,0,0.45006485084306097,111.8,154.2,69.4,112.0,0,0,0,0,0,0,5.0,771.0,5.0,347.0,64240,64240,1,0,1.005,0.0,1.005,1.005,0,0,0,0
112.90.88.250-23323-172.20.10.2-50800,112.90.88.250,23323,172.20.10.2,50800,6,,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,32.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,438,0,0,0,0,0,0,0,0,0,0,0
120.53.53.53-853-172.20.10.2-57329,120.53.53.53,853,172.20.10.2,57329,6,,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,20.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,502,0,0,0,0,0,0,0,0,0,0,0
172.20.10.2-51011-116.205.40.114-443,172.20.10.2,51011,116.205.40.114,443,6,,0.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,32.0,0,0,0,1,0.5,0.5,0,0,0,0,0,2,0,0,0,0.0,0.5,1.0,0.0,20.0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,507,83,1,0,0,0,0,0,0,0,0,0
172.20.10.2-64757-20.50.201.195-443,172.20.10.2,64757,20.50.201.195,443,6,,3.262,4,5,1727,130,1380,0,431.75,560.655141330212,95,0,26.0,37.067505985701274,569282.6486817903,2759.0435315757204,0.40775,0.5452473635883074,1.702,0.0,3.133,0.52,0.4299837206220719,1.053,0.0,5.64025,0.68625,0.9059829951494676,2.209,0.0,2,2,0,0,80.0,112.0,1226.2415695892091,1532.8019619865113,0,1380,206.33333333333334,425.579082610454,0,0,0,0,4,9,0,0,0,0.07527504342790967,206.33333333333334,431.75,26.0,80.0,0,0,0,0,0,0,4.0,1727.0,5.0,130.0,1023,16387,3,0,3.262,0.0,3.262,3.262,0,0,0,0
172.20.10.2-49411-4.145.79.82-443,172.20.10.2,49411,4.145.79.82,443,6,,0.517,2,1,101,171,101,0,50.5,50.5,171,171,171.0,0.0,526112.1856866538,5802.707930367505,0.2585,0.2585,0.517,0.0,2.068,0.517,0.0,0.517,0.517,0,0,0,0,0,1,1,0,0,40.0,20.0,3868.4719535783365,1934.2359767891683,0,171,90.66666666666667,70.19180072407951,0,0,0,0,2,3,0,0,0,1.693069306930693,90.66666666666667,50.5,171.0,40.0,0,0,0,0,0,0,2.0,101.0,1.0,171.0,509,6821,1,0,0.517,0.0,0.517,0.517,0,0,0,0
172.20.10.2-51536-112.48.179.197-443,172.20.10.2,51536,112.48.179.197,443,6,,0.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,32.0,0,0,0,1,0.5,0.5,0,0,0,0,0,2,0,0,0,0.0,0.5,1.0,0.0,20.0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,508,83,1,0,0,0,0,0,0,0,0,0
