Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
52.198.236.43-443-10.128.112.231-63588,52.198.236.43,443,10.128.112.231,63588,6,,9.51,8,10,640,1406,248,6,80.0,87.03591212827037,1155,0,140.6,340.76830838562444,215141.95583596214,1892.7444794952683,0.5594117647058824,1.0840565461062024,4.504,0.0,16.372571428571426,1.3585714285714285,1.7478978277709858,5.504,0.0,13.959555555555555,0.9455555555555555,1.4239758199500678,4.504,0.0,6,4,0,0,160.0,236.0,841.2197686645637,1051.5247108307046,0,1155,113.66666666666667,262.27148783909644,0,2,0,1,10,18,0,0,0,2.196875,113.66666666666667,80.0,140.6,160.0,399.0,5.0,498.2561036372695,0,0,0,8.0,640.0,10.0,1406.0,110,509,8,0,9.51,0.0,9.51,9.51,0,0,0,0
10.128.112.231-60302-151.101.192.223-443,10.128.112.231,60302,151.101.192.223,443,6,,13.704,17,17,0,20400,0,0,0.0,0.0,1200,1200,1200.0,0.0,1488616.46234676,2481.0274372446,0.4152727272727273,1.1563308552624358,6.511,0.0,22.0705,0.8564999999999999,1.786874610877887,7.51,0.0,9.6415625,0.4495625,0.6218122675645359,1.999,0.0,0,1,0,0,424.0,340.0,1240.5137186223,1240.5137186223,0,1200,600.0,600.0,0,0,0,0,1,34,0,0,0,0,600.0,0.0,1200.0,424.0,0,0,0,20400.0,17.0,139.02405116085083,17.0,0.0,17.0,20400.0,515,286,0,0,13.704,0.0,13.704,13.704,0,0,0,0
10.128.112.231-50389-112.80.183.17-443,10.128.112.231,50389,112.80.183.17,443,17,,5.508,3,2,2095,191,1350,30,698.3333333333334,539.0165942611497,159,32,95.5,63.5,415032.6797385621,907.7705156136528,1.3769999999999998,1.8527367594993087,4.507,0.0,13.77,2.754,2.754,5.508,0.0,18.028,4.507,0.0,4.507,4.507,0,0,0,0,24.0,16.0,544.6623093681917,363.10820624546113,30,1350,457.2,512.9855358584684,0,0,0,0,0,0,0,0,0,0.09116945107398568,457.2,698.3333333333334,95.5,24.0,0,0,0,0,0,0,3.0,2095.0,2.0,191.0,0,0,3,0,5.508,0.0,5.508,5.508,0,0,0,0
10.128.112.231-55178-221.194.161.212-443,10.128.112.231,55178,221.194.161.212,443,6,,12.703,4,4,2304,1025,1037,0,576.0,373.33697914886494,1007,6,256.25,433.44571459411156,262064.07935133434,629.7724946862946,1.8147142857142857,2.672772541991647,7.193,0.0,24.130333333333333,4.234333333333333,3.0719490374823746,7.193,0.0,25.133333333333333,4.234333333333333,3.3515533048954413,8.196,0.0,3,1,0,0,80.0,80.0,314.8862473431473,314.8862473431473,0,1037,416.125,434.9573075314404,0,0,0,0,4,8,0,0,0,0.4448784722222222,416.125,576.0,256.25,80.0,0,0,0,0,0,0,4.0,2304.0,4.0,1025.0,508,82,3,0,12.703,0.0,12.703,12.703,0,0,0,0
150.171.28.11-443-10.128.112.231-52209,150.171.28.11,443,10.128.112.231,52209,6,,5.51,14,7,11204,42,1200,6,800.2857142857143,540.6408140308298,42,0,6.0,14.696938456699069,2041016.333938294,3811.252268602541,0.27549999999999997,0.5367985189994474,2.007,0.0,9.443846153846152,0.4238461538461538,0.9601565454216184,3.51,0.0,3.920166666666667,0.4171666666666667,0.4488579644188373,1.0,0.0,3,1,0,0,280.0,176.0,2540.834845735027,1270.4174228675136,0,1200,535.5238095238095,578.9053396629274,0,0,0,0,4,21,0,0,0,0.0037486611924312744,535.5238095238095,800.2857142857143,6.0,280.0,11198.0,13.0,500.0,0,0,0,14.0,11204.0,7.0,42.0,16383,512,14,0,5.51,0.0,5.51,5.51,0,0,0,0
52.182.143.208-443-10.128.112.231-58248,52.182.143.208,443,10.128.112.231,58248,6,,2.0,6,4,209,1689,99,0,34.833333333333336,45.08664498003323,1569,0,422.25,662.7651827759211,949000.0,5000.0,0.2222222222222222,0.41573970964154905,1.0,0.0,3.4000000000000004,0.4,0.48989794855663565,1.0,0.0,4.666666666666666,0.6666666666666666,0.9428090415820634,2.0,0.0,2,3,0,0,144.0,80.0,3000.0,2000.0,0,1569,189.8,461.4593806609635,0,0,0,0,5,10,0,0,0,8.08133971291866,189.8,34.833333333333336,422.25,144.0,209.0,4.0,500.0,0,0,0,6.0,209.0,4.0,1689.0,16386,509,4,0,2.0,0.0,2.0,2.0,0,0,0,0
10.128.112.231-55142-142.250.157.84-443,10.128.112.231,55142,142.250.157.84,443,6,,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,32.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,64240,0,0,0,0,0,0,0,0,0,0,0
10.128.112.231-55143-142.250.157.84-443,10.128.112.231,55143,142.250.157.84,443,6,,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,32.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,64240,0,0,0,0,0,0,0,0,0,0,0
10.128.112.231-55144-64.233.187.84-443,10.128.112.231,55144,64.233.187.84,443,6,,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,32.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,64240,0,0,0,0,0,0,0,0,0,0,0
10.128.112.231-55145-64.233.187.84-443,10.128.112.231,55145,64.233.187.84,443,6,,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,32.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,64240,0,0,0,0,0,0,0,0,0,0,0
