Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.128.112.231-63260-20.49.150.241-443,10.128.112.231,63260,20.49.150.241,443,6,,3.152,7,10,460,8125,335,0,65.71428571428571,114.02344907419486,1200,6,812.5,529.6771186298309,2723667.512690355,5393.401015228426,0.19699999999999995,0.39153001162107604,1.023,0.0,5.703333333333333,0.5253333333333333,0.7604782851746802,2.026,0.0,3.491555555555555,0.23655555555555552,0.4435035039598801,1.126,0.0,3,2,0,0,140.0,200.0,2220.8121827411164,3172.5888324873094,0,1200,505.0,552.691489307499,0,2,0,0,5,17,0,0,0,17.66304347826087,505.0,65.71428571428571,812.5,140.0,0,0,0,8125.0,10.0,469.70408642555196,7.0,460.0,10.0,8125.0,512,16385,3,0,3.152,0.0,3.152,3.152,0,0,0,0
10.128.112.231-56650-72.145.35.98-443,10.128.112.231,56650,72.145.35.98,443,6,,3.168,13,10,672,3178,215,0,51.69230769230769,76.32963394220805,1200,0,317.8,470.2881669785027,1215277.7777777778,7260.10101010101,0.14400000000000002,0.36271413737893565,1.104,0.0,4.5360000000000005,0.264,0.4577293596293192,1.104,0.0,4.6240000000000006,0.35200000000000004,0.49837625233240085,1.104,0.0,5,5,0,0,284.0,212.0,4103.535353535353,3156.5656565656564,0,1200,167.3913043478261,341.84279874647126,0,2,2,0,10,22,0,0,0,4.729166666666667,167.3913043478261,51.69230769230769,317.8,284.0,0,0,0,626.0,4.0,0,13.0,672.0,10.0,3178.0,64240,65535,5,0,3.168,0.0,3.168,3.168,0,0,0,0
10.128.112.231-50884-104.16.174.226-443,10.128.112.231,50884,104.16.174.226,443,17,,2.129,6,8,3917,3749,1250,43,652.8333333333334,597.2630399488058,1200,22,468.625,566.5754445570334,3600751.526538281,6575.857209957727,0.16376923076923072,0.5328082573058102,2.006,0.0,4.6838,0.4258,0.8516,2.129,0.0,0.26357142857142857,0.01757142857142857,0.04304103405176155,0.123,0.0,0,0,0,0,48.0,64.0,2818.2245185533116,3757.6326914044157,22,1250,547.5714285714286,587.0471767712557,0,0,0,0,0,0,0,0,0,0.9571100331886648,547.5714285714286,652.8333333333334,468.625,48.0,0,0,0,3697.0,6.0,8130.081300813007,6.0,3917.0,8.0,3749.0,0,0,6,0,2.129,0.0,2.129,2.129,0,0,0,0
10.128.112.231-58868-221.194.161.210-443,10.128.112.231,58868,221.194.161.210,443,6,,6.971,7,8,4038,2910,1050,0,576.8571428571429,400.1408425511585,1009,6,363.75,463.7204842359242,996700.6168411992,2151.7716253048343,0.49792857142857144,1.2652571993915882,4.864,0.0,12.996833333333331,1.1618333333333333,1.8256873058902745,4.864,0.0,12.572142857142858,0.8381428571428572,2.0530223315584153,5.867,0.0,5,3,0,0,140.0,160.0,1004.1600918089227,1147.6115334959118,0,1050,463.2,448.0052380646161,0,0,0,0,8,15,0,0,0,0.7206537890044576,463.2,576.8571428571429,363.75,140.0,4038.0,5.0,205.5921052631579,1889.0,5.0,0,7.0,4038.0,8.0,2910.0,512,82,5,0,6.971,0.0,6.971,6.971,0,0,0,0
10.128.112.231-49247-200.200.200.200-53,10.128.112.231,49247,200.200.200.200,53,17,,6.971,2,2,102,299,52,50,51.0,1.0,162,137,149.5,12.5,57524.02811648257,573.8057667479559,2.3236666666666665,3.2861609144342823,6.971,0.0,27.884,6.971,0.0,6.971,6.971,27.884,6.971,0.0,6.971,6.971,0,0,0,0,16.0,16.0,286.90288337397794,286.90288337397794,50,162,100.25,50.041857479514086,0,0,0,0,0,0,0,0,0,2.9313725490196076,100.25,51.0,149.5,16.0,0,0,0,0,0,0,2.0,102.0,2.0,299.0,0,0,2,0,6.971,0.0,6.971,6.971,0,0,0,0
10.128.112.231-53143-20.50.201.200-443,10.128.112.231,53143,20.50.201.200,443,6,,0.0,5,6,2068,157,1909,0,413.6,748.1881046902578,100,0,26.166666666666668,35.40440964374667,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,100.0,132.0,0,0,0,1909,202.27272727272728,540.69182802458,0,0,0,0,6,11,0,0,0,0.07591876208897486,202.27272727272728,413.6,26.166666666666668,100.0,2068.0,4.0,0,157.0,5.0,0,5.0,2068.0,6.0,157.0,512,16387,4,0,0,0,0,0,0,0,0,0
10.128.112.231-50589-23.192.26.44-443,10.128.112.231,50589,23.192.26.44,443,6,,4.785,4,6,217,4102,217,0,54.25,93.96375631061159,1200,0,683.6666666666666,541.8565820911983,902612.3301985371,2089.864158829676,0.5316666666666667,1.188891734160666,3.774,0.0,11.165,1.595,2.2556706319850868,4.785,0.0,8.302800000000001,0.7548,1.5096,3.774,0.0,1,1,0,0,92.0,132.0,835.9456635318704,1253.9184952978055,0,1200,431.9,524.1912723424532,0,0,2,0,2,9,0,0,0,18.903225806451612,431.9,54.25,683.6666666666666,92.0,0,0,0,4102.0,5.0,0,4.0,217.0,6.0,4102.0,64240,64240,1,0,4.785,0.0,4.785,4.785,0,0,0,0
10.128.112.231-49844-200.200.200.200-53,10.128.112.231,49844,200.200.200.200,53,17,,1.0,1,1,29,188,29,29,29.0,0.0,188,188,188.0,0.0,217000.0,2000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,1000.0,1000.0,29,188,108.5,79.5,0,0,0,0,0,0,0,0,0,6.482758620689655,108.5,29.0,188.0,8.0,0,0,0,0,0,0,1.0,29.0,1.0,188.0,0,0,1,0,1.0,0.0,1.0,1.0,0,0,0,0
10.128.112.231-65108-200.200.200.200-53,10.128.112.231,65108,200.200.200.200,53,17,,0.0,1,1,29,137,29,29,29.0,0.0,137,137,137.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,0,0,29,137,83.0,54.0,0,0,0,0,0,0,0,0,0,4.724137931034483,83.0,29.0,137.0,8.0,0,0,0,0,0,0,1.0,29.0,1.0,137.0,0,0,1,0,0,0,0,0,0,0,0,0
10.128.112.231-51295-202.89.233.101-443,10.128.112.231,51295,202.89.233.101,443,6,,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,20.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,511,0,0,0,0,0,0,0,0,0,0,0
