Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
118.253.180.57-48009-10.128.112.231-61194,118.253.180.57,48009,10.128.112.231,61194,6,,1.344,4,4,143,34,73,6,35.75,30.21899237234756,34,0,8.5,14.722431864335457,131696.42857142855,5952.380952380951,0.19199999999999998,0.35191273268890316,1.005,0.0,3.136,0.448,0.6335676759431467,1.344,0.0,0.791,0.113,0.15980613254815976,0.339,0.0,2,1,0,0,80.0,80.0,2976.1904761904757,2976.1904761904757,0,73,22.125,27.39725123073481,0,2,0,0,3,8,0,0,0,0.23776223776223776,22.125,35.75,8.5,80.0,0,0,0,0,0,0,4.0,143.0,4.0,34.0,4,511,4,0,1.344,0.0,1.344,1.344,0,0,0,0
118.253.180.57-48009-10.128.112.231-61203,118.253.180.57,48009,10.128.112.231,61203,6,,0.0,3,3,143,34,131,6,47.666666666666664,58.92556509887896,34,0,11.333333333333334,16.027753706895076,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,60.0,60.0,0,0,0,131,29.5,46.84638015186801,0,2,0,0,2,6,0,0,0,0.23776223776223776,29.5,47.666666666666664,11.333333333333334,60.0,0,0,0,0,0,0,3.0,143.0,3.0,34.0,4,512,3,0,0,0,0,0,0,0,0,0
118.253.180.57-48009-10.128.112.231-63411,118.253.180.57,48009,10.128.112.231,63411,6,,0.0,2,3,12,34,6,6,6.0,0.0,34,0,11.333333333333334,16.027753706895076,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,40.0,60.0,0,0,0,34,9.2,12.687001221722966,0,2,0,1,1,4,0,0,0,2.8333333333333335,9.2,6.0,11.333333333333334,40.0,0,0,0,0,0,0,2.0,12.0,3.0,34.0,4,510,2,0,0,0,0,0,0,0,0,0
10.128.112.231-61109-118.253.180.57-48009,10.128.112.231,61109,118.253.180.57,48009,6,,9.492,3,7,1718,296,1649,0,572.6666666666666,761.6037173111895,133,6,42.285714285714285,46.293209269716826,212178.67678044667,1053.5187526337968,1.0546666666666666,1.9281862519534314,6.132,0.0,23.729999999999997,4.7459999999999996,3.4019999999999997,8.148,1.344,5.936,0.56,0.8153723075994181,2.016,0.0,2,3,0,0,60.0,140.0,316.05562579013906,737.4631268436577,0,1649,201.4,484.3408304076789,0,0,0,0,5,10,0,0,0,0.17229336437718276,201.4,572.6666666666666,42.285714285714285,60.0,0,0,0,290.0,6.0,297.6190476190476,3.0,1718.0,7.0,296.0,510,4,2,0,9.492,0.0,9.492,9.492,0,0,0,0
118.253.180.57-48009-10.128.112.231-53838,118.253.180.57,48009,10.128.112.231,53838,6,,8.148,10,8,6156,69,1200,6,615.6,493.1332882700173,69,0,8.625,22.819605057932094,763991.1634756996,2209.131075110457,0.4792941176470588,1.4497118482328046,6.132,0.0,15.185333333333332,0.9053333333333333,1.8931727631442172,6.132,0.0,14.29657142857143,1.0205714285714287,2.1157438987027612,6.132,0.0,5,1,0,0,200.0,196.0,1227.2950417280315,981.8360333824253,0,1200,345.8333333333333,475.70920739460155,0,0,0,0,6,18,0,0,0,0.011208576998050682,345.8333333333333,615.6,8.625,200.0,4441.0,7.0,163.07893020221786,0,0,0,10.0,6156.0,8.0,69.0,4,509,10,0,8.148,0.0,8.148,8.148,0,0,0,0
10.128.49.6-137-10.159.255.255-137,10.128.49.6,137,10.159.255.255,137,17,,0.0,1,0,50,0,50,50,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,50,50,50.0,0.0,0,0,0,0,0,0,0,0,0,0.0,50.0,50.0,0,8.0,0,0,0,0,0,0,1.0,50.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
10.128.112.231-58126-110.242.69.21-80,10.128.112.231,58126,110.242.69.21,80,6,,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,20.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
10.128.112.231-54298-110.242.69.21-80,10.128.112.231,54298,110.242.69.21,80,6,,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,20.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,515,0,0,0,0,0,0,0,0,0,0,0
118.253.180.57-48009-10.128.112.231-50540,118.253.180.57,48009,10.128.112.231,50540,6,,0.0,1,1,6,0,6,6,6.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,0,0,0,6,3.0,3.0,0,0,0,0,0,2,0,0,0,0.0,3.0,6.0,0.0,20.0,0,0,0,0,0,0,1.0,6.0,1.0,0.0,4,509,1,0,0,0,0,0,0,0,0,0
10.128.112.231-52991-110.242.69.21-80,10.128.112.231,52991,110.242.69.21,80,6,,4.724,7,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1693.480101608806,0.6748571428571429,1.6530556492725332,4.724,0.0,10.235333333333333,0.7873333333333333,1.7605308542848346,4.724,0.0,0,0,0,0,0,0,0,0,0,152.0,32.0,1481.7950889077053,211.68501270110076,0,0,0.0,0.0,0,5,2,0,0,7,0,0,0,0,0.0,0.0,0.0,152.0,0,0,0,0,0,0,7.0,0.0,1.0,0.0,64240,8192,0,0,4.724,0.0,4.724,4.724,0,0,0,0
